projection_idx,attribute_idx,weight
937,2272,1
938,415,1
938,1047,1
938,1244,-1
939,1249,1
940,234,1
941,946,1
942,607,-1
942,700,-1
942,871,1
942,1710,-1
942,1815,1
943,83,1
943,777,-1
943,942,-1
943,1556,1
944,75,1
944,148,-1
944,480,-1
944,718,-1
944,922,1
945,85,1
945,375,1
946,62,1
947,2424,1
948,469,-1
948,1008,1
948,1540,1
948,1905,-1
948,2489,-1
949,1074,1
949,2397,-1
950,1996,1
951,895,-1
951,1207,1
951,1751,-1
952,1712,-1
952,2317,1
953,933,-1
953,1298,1
953,1370,-1
954,2123,1
955,78,-1
955,715,1
955,2339,1
956,666,1
957,235,1
957,1395,-1
958,1593,1
958,1663,1
958,1691,-1
959,262,1
960,1384,-1
960,1754,-1
961,1974,1
962,356,-1
962,1345,-1
963,190,-1
963,928,-1
963,1498,1
963,1519,1
964,1929,1
965,60,-1
965,1159,-1
965,1514,1
965,1628,-1
965,2159,1
965,2240,-1
966,1052,1
967,2086,1
968,382,1
968,962,1
968,1737,1
968,1960,1
968,2297,-1
968,2370,1
969,894,1
969,1271,-1
969,2226,1
969,2408,1
970,548,-1
970,1211,1
971,1337,-1
971,1659,1
972,899,-1
972,1247,-1
972,1410,-1
972,1821,1
973,756,1
973,1116,-1
974,909,-1
974,922,1
974,1605,1
974,1649,-1
974,1916,1
975,381,1
975,514,1
975,1713,-1
976,1849,1
977,96,1
977,240,-1
978,1440,1
978,1648,1
979,156,-1
979,1959,-1
979,2015,-1
979,2508,1
980,2188,1
981,1838,1
981,2232,1
982,480,1
983,1306,-1
983,1395,-1
983,1419,1
983,2082,1
983,2220,1
984,199,1
984,883,-1
985,786,-1
985,950,-1
985,1827,-1
985,2283,-1
986,1464,1
987,893,1
988,1665,1
989,1092,1
989,1397,-1
989,1467,1
989,1594,-1
989,1652,-1
990,327,1
991,860,1
991,1621,-1
992,1754,-1
992,2116,1
992,2157,-1
992,2301,-1
993,2455,-1
993,2458,-1
994,573,1
995,1725,1
996,724,-1
996,1259,-1
996,1441,-1
997,522,1
998,82,1
999,748,-1
999,1667,-1
1000,1540,1
1001,1418,-1
1001,1797,-1
1001,2060,1
1002,581,1
1002,1166,1
1002,2428,-1
1002,2490,-1
1003,366,-1
1003,1157,-1
1003,1353,1
1003,1753,-1
1004,1126,1
1004,2058,1
1005,1169,1
1006,1506,-1
1006,1685,1
1006,1980,1
1006,2276,1
1007,780,1
1007,1465,-1
1007,1535,1
1008,1567,1
1009,847,1
1009,1361,1
1010,1209,-1
1010,1978,1
1010,2257,-1
1011,269,1
1012,882,-1
1012,1534,1
1013,667,1
1013,1892,-1
1013,2131,-1
1014,265,1
1014,369,1
1014,806,1
1014,1049,-1
1014,2303,-1
1015,1603,1
1016,2021,1
1017,931,1
1018,802,1
1018,1618,1
1018,2221,1
1019,282,1
1019,1571,-1
1019,2486,-1
1019,2508,1
1020,786,1
1020,1674,-1
1020,1985,-1
1021,275,-1
1021,460,1
1021,2172,1
1021,2290,1
1022,2330,1
1023,568,-1
1023,2111,1
1023,2257,-1
1024,1198,-1
1024,1375,-1
1024,2334,1
1025,2156,1
1026,1139,1
1027,695,-1
1027,775,-1
1028,1452,1
1029,2292,1
1030,211,1
1030,914,-1
1030,1325,-1
1030,1336,-1
1031,55,1
1031,1346,1
1031,1366,-1
1031,1737,1
1031,2129,-1
1032,1321,-1
1032,2217,-1
1032,2311,-1
1033,1042,1
1033,1102,1
1033,1598,1
1034,893,-1
1034,1997,-1
1035,2134,1
1036,1524,-1
1036,1680,-1
1036,1990,-1
1037,2276,1
1038,1900,1
1039,1105,1
1039,1416,-1
1039,2007,-1
1039,2314,1
1039,2477,1
1040,1067,1
1041,439,-1
1041,1483,-1
1041,2126,1
1042,370,-1
1042,922,1
1042,1171,1
1043,267,1
1043,1756,1
1044,1583,1
1045,705,1
1046,67,1
1046,329,1
1046,1312,-1
1047,1128,1
1048,246,-1
1048,610,-1
1048,1156,-1
1048,1944,1
1049,1950,1
1049,2388,-1
1050,778,1
1051,1910,1
1052,847,-1
1052,1414,1
1052,2166,1
1052,2295,-1
1053,2495,1
1054,391,-1
1054,400,-1
1055,758,1
1055,1243,1
1056,1736,1
1057,732,-1
1057,1253,-1
1058,850,1
1058,1679,1
1058,2104,-1
1059,2175,1
1060,800,1
1061,43,1
1061,157,-1
1061,733,1
1061,1647,-1
1062,552,-1
1062,582,1
1062,801,1
1062,1487,1
1063,417,1
1063,1335,-1
1063,1381,-1
1064,1879,1
1065,1183,1
1066,1925,1
1067,1718,1
1067,1726,1
1067,2320,-1
1068,660,1
1069,36,-1
1069,2180,1
1070,184,1
1070,1214,1
1070,1959,-1
1070,2432,1
1071,1862,1
1072,44,1
1072,147,-1
1072,391,1
1072,1606,1
1072,1932,-1
1072,2324,1
1073,493,1
1073,1247,1
1073,1861,1
1073,2262,-1
1074,654,1
1075,9,1
1075,240,1
1075,309,1
1075,963,-1
1076,746,-1
1076,1024,-1
1076,1291,-1
1076,2147,1
1076,2327,1
1077,2048,-1
1077,2452,-1
1078,1134,1
1078,1966,-1
1078,2344,1
1079,893,-1
1079,2255,-1
1080,416,1
1081,1004,-1
1081,1687,1
1082,1825,1
1083,1719,1
1084,1192,1
1085,2027,-1
1085,2145,1
1085,2371,1
1086,1671,1
1087,49,1
1088,625,-1
1088,954,-1
1088,1054,-1
1088,1126,-1
1088,2008,1
1088,2416,1
1089,747,1
1090,178,1
1090,1145,-1
1090,1733,1
1091,52,1
1092,562,1
1092,1169,1
1092,1854,-1
1092,2493,1
1093,532,-1
1093,858,1
1093,1374,-1
1093,1399,1
1093,1413,-1
1093,2098,-1
1094,795,1
1094,841,1
1094,1697,1
1095,466,1
1095,587,-1
1095,1283,1
1096,1367,1
1097,1262,1
1097,1656,1
1098,271,-1
1098,1586,-1
1099,1463,1
1100,30,-1
1100,472,-1
1101,46,1
1101,762,1
1101,1468,-1
1102,181,1
1102,742,-1
1102,1576,-1
1102,2204,1
1103,86,-1
1103,2124,-1
1104,418,1
1104,488,1
1105,563,1
1106,1074,1
1107,613,-1
1107,2171,-1
1107,2398,-1
1108,498,-1
1108,1099,1
1108,2231,1
1109,405,1
1110,159,1
1110,292,1
1110,1122,-1
1110,1847,-1
1111,82,1
1111,646,-1
1112,2292,-1
1112,2520,-1
1113,836,1
1114,387,1
1114,1334,1
1115,151,1
1115,1143,-1
1115,2517,-1
1116,419,-1
1116,1663,-1
1116,2373,1
1117,414,-1
1117,1939,1
1118,1217,1
1118,1375,1
1118,1507,-1
1119,75,1
1119,633,1
1119,1706,-1
1119,1725,-1
1119,2087,1
1120,153,1
1121,277,1
1122,246,1
1123,1086,1
1123,1171,1
1124,1584,1
1125,276,1
1125,305,1
1125,681,-1
1125,1710,1
1125,2444,-1
1126,471,-1
1126,1945,-1
1126,2507,1
1127,1911,1
1128,1279,1
1128,1976,-1
1128,2151,1
1129,1250,-1
1129,2349,-1
1129,2472,-1
1130,276,-1
1130,932,-1
1130,1681,1
1130,2104,1
1131,1558,-1
1131,1873,1
1131,2386,1
1132,1889,1
1133,780,-1
1133,1364,1
1133,1661,-1
1134,110,-1
1134,1132,1
1135,337,-1
1135,902,1
1135,2311,1
1136,491,-1
1136,528,-1
1136,829,1
1136,2185,-1
1137,814,1
1138,753,1
1139,122,1
1139,1569,1
1139,1782,-1
1140,768,1
1140,1406,-1
1141,192,-1
1141,496,1
1141,642,1
1142,140,1
1142,1012,1
1142,1103,1
1142,2384,-1
1143,877,1
1143,2125,1
1144,543,1
1145,1489,1
1146,1721,1
1146,2285,1
1147,679,-1
1147,1301,-1
1147,2254,-1
1148,945,1
1149,239,-1
1149,1381,-1
1149,1389,1
1149,1875,1
1150,2521,1
1151,716,-1
1151,1215,-1
1152,511,-1
1152,540,-1
1153,716,1
1154,395,-1
1154,1270,-1
1154,2087,-1
1155,550,-1
1155,1864,1
1156,547,1
1157,393,-1
1157,1799,-1
1158,334,-1
1158,1108,1
1158,1648,1
1158,1979,1
1158,2487,-1
1159,1427,1
1160,1441,1
1161,1524,1
1162,871,1
1162,2076,-1
1163,87,-1
1163,2062,1
1164,1584,-1
1164,2225,1
1165,1801,1
1165,2347,-1
1166,153,-1
1166,303,1
1166,630,1
1167,589,1
1168,437,1
1169,1387,1
1170,111,1
1171,38,1
1171,1710,-1
1172,342,1
1172,641,1
1172,728,1
1172,1169,-1
1173,583,1
1173,1123,-1
1173,1563,-1
1174,26,-1
1174,469,1
1175,598,1
1176,1315,1
1176,1672,-1
1176,2482,1
1177,356,-1
1177,609,1
1178,1753,1
1179,2042,1
1180,90,-1
1180,336,1
1180,1764,1
1180,2041,1
1181,1676,1
1182,1163,1
1183,1096,1
1183,1347,-1
1183,1415,-1
1184,2093,1
1185,1234,1
1185,1779,-1
1186,390,-1
1186,582,1
1186,1941,-1
1186,2441,1
1187,271,1
1188,119,1
1189,488,1
1189,2264,-1
1190,551,1
1190,1069,1
1191,741,1
1191,1702,1
1192,26,1
1193,833,1
1193,1403,1
1193,2033,-1
1194,637,1
1195,253,1
1195,451,-1
1195,546,1
1195,723,-1
1195,744,-1
1195,1426,-1
1195,2109,-1
1195,2310,1
1196,339,-1
1196,1167,1
1196,1513,1
1197,80,1
1198,567,-1
1198,829,1
1199,1691,1
1199,1979,-1
1199,2401,-1
1200,865,1
1200,1082,-1
1201,1298,1
1201,2426,-1
1202,1545,1
1203,299,1
1203,533,-1
1204,2330,1
1205,1104,1
1206,971,1
1207,316,-1
1207,2214,1
1208,514,1
1209,299,1
1209,559,-1
1210,283,-1
1210,2436,1
1211,1290,-1
1211,2102,1
1212,40,-1
1212,459,-1
1212,931,1
1212,1813,1
1213,2500,1
1214,1674,1
1215,1608,1
1215,2026,1
1215,2331,1
1216,251,1
1216,309,1
1216,511,-1
1217,1065,1
1218,2301,1
1219,1811,1
1220,1777,1
1221,9,1
1221,1439,-1
1221,1739,-1
1222,383,-1
1222,1348,-1
1222,1450,-1
1222,1703,1
1222,1905,1
1223,174,1
1223,388,1
1223,861,1
1223,1485,1
1224,699,1
1225,1168,1
1226,1609,1
1226,2283,1
1227,770,1
1228,131,1
1228,1201,-1
1228,1428,1
1229,964,-1
1229,1291,-1
1230,48,1
1230,75,1
1230,1419,-1
1231,1893,1
1232,1140,1
1233,32,1
1234,291,1
1234,463,1
1234,464,-1
1235,233,1
1235,1111,-1
1236,86,-1
1236,372,1
1236,1518,1
1236,1893,1
1236,2144,-1
1237,1245,1
1238,1260,-1
1238,1489,-1
1239,653,-1
1239,974,-1
1239,1842,-1
1239,1987,1
1239,2086,-1
1239,2394,-1
1240,1240,1
1241,80,1
1241,163,-1
1241,1935,1
1241,1945,-1
1242,77,-1
1242,1442,-1
1242,2379,-1
1243,93,1
1243,1221,-1
1243,1450,-1
1244,428,1
1245,1304,1
1246,466,-1
1246,1795,-1
1247,429,1
1247,714,-1
1247,1129,1
1247,2431,1
1248,1314,-1
1248,2035,-1
1248,2328,-1
1249,190,-1
1249,2331,-1
1250,401,1
1251,2271,1
1252,674,1
1253,452,1
1253,1592,-1
1254,528,1
1255,892,1
1256,13,1
1256,781,-1
1256,1798,-1
1256,2400,1
1256,2489,1
1257,954,-1
1257,1882,1
1258,1001,1
1259,18,-1
1259,356,1
1260,2281,1
1261,95,-1
1261,900,-1
1261,2406,-1
1262,201,-1
1262,741,1
1262,829,1
1263,140,1
1264,84,1
1265,258,-1
1265,602,-1
1265,606,1
1265,2090,-1
1266,1284,1
1267,333,-1
1267,939,-1
1268,916,-1
1268,1722,1
1268,2463,-1
1269,276,1
1269,449,1
1269,925,1
1269,952,-1
1269,1563,-1
1269,1779,1
1269,2003,1
1270,675,-1
1270,1070,-1
1271,169,1
1271,230,-1
1272,520,-1
1272,2243,1
1273,973,1
1273,2118,-1
1273,2454,1
1274,360,1
1274,672,-1
1274,1154,1
1275,84,-1
1275,2462,-1
1276,1004,1
1276,1666,1
1277,581,1
1278,164,1
1278,2468,-1
1279,101,-1
1279,238,-1
1279,1001,-1
1279,1714,-1
1280,1709,-1
1280,2290,1
1280,2304,1
1281,927,1
1282,1314,1
1283,486,1
1283,597,-1
1283,1557,1
1283,1733,1
1283,2331,1
1283,2391,-1
1284,199,-1
1284,836,-1
1284,2191,1
1285,2479,1
1286,819,1
1287,712,-1
1287,1759,1
1288,1471,1
1289,1347,1
1289,1522,-1
1289,1816,-1
1289,2281,1
1290,342,-1
1290,472,-1
1290,893,1
1290,1198,-1
1290,1801,1
1291,157,-1
1291,880,-1
1291,1057,1
1291,1303,-1
1291,1407,-1
1291,1850,1
1291,2153,1
1292,233,1
1292,984,-1
1292,2100,-1
1293,777,-1
1293,1850,-1
1294,425,-1
1294,953,1
1295,2432,1
1296,1694,-1
1296,1900,1
1296,1948,-1
1297,261,-1
1297,957,-1
1297,2357,1
1298,459,1
1298,922,-1
1298,1339,-1
1298,2481,-1
1299,1623,1
1299,1694,1
1299,2305,1
1300,856,1
1300,2313,1
1300,2351,-1
1300,2480,-1
1301,304,1
1301,1587,1
1301,2052,1
1302,24,1
1303,1958,1
1304,1001,-1
1304,1688,1
1304,2452,-1
1305,11,1
1306,818,1
1306,2011,1
1307,2273,1
1308,759,-1
1308,1006,-1
1309,451,1
1309,1803,-1
1309,2345,-1
1310,514,1
1311,729,1
1311,2431,1
1312,1755,1
1313,1657,-1
1313,1903,-1
1314,106,1
1315,1023,1
1316,79,1
1316,751,-1
1317,142,-1
1317,1795,-1
1317,2222,1
1318,850,1
1319,2272,1
1320,707,-1
1320,2428,1
1321,96,-1
1321,1534,-1
1322,559,-1
1322,955,1
1322,1734,1
1323,191,-1
1323,1919,-1
1324,114,-1
1324,168,-1
1325,184,-1
1325,542,-1
1325,1471,1
1326,649,-1
1326,1496,-1
1327,1558,1
1328,2430,1
1329,513,1
1330,386,-1
1330,421,1
1331,146,-1
1331,2178,-1
1332,727,-1
1332,982,-1
1332,1096,-1
1332,2411,-1
1333,977,1
1334,1881,1
1335,866,1
1335,1486,-1
1336,298,1
1337,2339,1
1338,850,-1
1338,1256,-1
1338,1826,-1
1338,2059,-1
1339,1774,1
1339,1984,1
1339,2392,1
1340,547,1
1340,863,-1
1341,10,-1
1341,2330,1
1342,2077,1
1343,2375,1
1344,1001,1
1344,1406,-1
1345,1963,1
1346,1122,1
1346,1418,1
1346,2203,-1
1346,2246,-1
1347,864,1
1347,1476,-1
1348,135,-1
1348,1475,1
1348,2145,-1
1349,2397,1
1350,426,1
1350,532,-1
1350,864,1
1350,1550,1
1350,2324,-1
1351,347,1
1352,1610,1
1352,2163,-1
1353,435,-1
1353,1215,1
1353,1437,1
1354,2305,1
1355,1482,1
1356,562,1
1357,1000,-1
1357,1627,-1
1357,2443,-1
1357,2518,1
1358,1076,1
1359,606,1
1359,823,1
1360,917,1
1361,1048,1
1361,1445,-1
1362,2517,1
1363,1091,1
1363,2011,-1
1364,1704,1
1364,2173,-1
1365,101,1
1366,891,1
1367,87,1
1367,522,1
1368,410,1
1368,1063,1
1368,1661,-1
1369,1082,1
1369,2145,-1
1370,1694,-1
1370,1779,1
1371,247,1
1371,964,-1
1371,2415,1
1372,295,-1
1372,2374,1
1373,633,1
1373,1832,1
1374,400,1
1374,1156,-1
1375,66,1
1375,2074,-1
1376,47,-1
1376,319,1
1376,1037,1
1376,2474,-1
1377,825,-1
1377,1418,1
1378,291,1
1378,615,1
1378,982,1
1379,836,-1
1379,1338,1
1379,1461,-1
1380,2477,1
1381,104,1
1382,21,1
1382,1147,1
1383,1420,1
1384,1225,1
1384,1412,1
1384,1600,1
1384,2104,-1
1385,567,-1
1385,697,-1
1385,1365,1
1386,2292,1
1387,2158,1
1388,1684,-1
1388,1830,1
1389,555,-1
1389,900,1
1389,1859,-1
1390,1267,-1
1390,1389,1
1390,1723,1
1390,2146,1
1391,184,1
1391,268,1
1391,1274,1
1391,2007,-1
1392,2120,1
1392,2373,-1
1393,435,-1
1393,1514,-1
1393,2303,1
1393,2475,1
1394,2380,1
1395,734,1
1396,1420,-1
1396,2311,-1
1397,764,1
1398,248,-1
1398,298,1
1398,2084,1
1399,1788,1
1399,2145,-1
1400,671,1
1400,1635,1
1401,159,-1
1401,331,-1
1401,1727,1
1402,2076,-1
1402,2417,-1
1403,1246,-1
1403,1400,-1
1404,907,-1
1404,2137,-1
1404,2515,-1
1405,6,-1
1405,1870,1
1405,2249,1
1406,2322,1
1407,120,-1
1407,321,1
1408,290,1
1408,2275,-1
1409,741,1
1410,1642,1
1410,1790,1
1411,1587,1
1411,2053,-1
1412,2180,1
1413,1404,1
1414,789,1
1414,2245,-1
1415,141,-1
1415,317,-1
1415,527,1
1415,2210,1
1416,648,1
1417,581,1
1417,1959,-1
1417,2054,1
1418,1323,1
1419,284,-1
1419,950,-1
1419,1722,-1
1419,2397,-1
1420,2105,1
1421,67,1
1421,892,1
1421,1351,-1
1421,2287,1
1422,207,-1
1422,910,1
1423,221,1
1423,451,-1
1423,528,1
1423,1041,1
1423,1701,1
1423,2277,1
1424,2130,1
1425,798,-1
1425,806,-1
1425,2303,-1
1426,426,1
1426,550,-1
1426,1092,1
1427,343,1
1427,1122,-1
1427,1229,1
1427,1298,1
1427,1650,1
1427,2518,-1
1428,270,-1
1428,804,1
1428,1061,-1
1428,1717,-1
1429,48,1
1429,1014,1
1429,1766,-1
1429,2392,1
1430,2006,1
1431,2416,1
1432,195,1
1432,676,-1
1432,851,1
1432,1679,-1
1433,493,1
1433,1122,-1
1433,1658,1
1433,1695,-1
1433,2404,1
1434,1964,-1
1434,2219,1
1434,2348,-1
1434,2478,1
1435,1975,1
1436,785,1
1437,30,-1
1437,908,-1
1437,1527,1
1438,1476,1
1439,370,1
1439,716,-1
1439,1051,-1
1440,317,-1
1440,1342,-1
1440,1879,-1
1440,1948,-1
1440,2068,-1
1441,59,1
1442,1826,-1
1442,2500,1
1443,354,1
1443,467,1
1443,887,-1
1443,1050,-1
1443,1330,-1
1443,2092,1
1444,415,1
1445,349,1
1445,548,1
1445,620,1
1446,1192,-1
1446,1527,-1
1447,1163,1
1448,2219,1
1449,317,-1
1449,1244,1
1449,2041,-1
1449,2087,1
1450,1308,-1
1450,1669,-1
1451,1459,-1
1451,2037,-1
1452,47,-1
1452,158,-1
1452,408,-1
1452,1028,1
1452,1797,-1
1453,1902,1
1454,725,1
1454,798,-1
1454,1100,1
1454,1477,1
1455,1012,-1
1455,1723,1
1456,539,-1
1456,1198,1
1456,1750,1
1456,1909,1
1456,2320,1
1457,309,1
1458,144,1
1458,1501,-1
1458,2127,1
1458,2139,1
1459,318,1
1459,383,-1
1459,1216,1
1460,1662,1
1461,90,-1
1461,1345,-1
1462,725,-1
1462,1642,1
1462,2218,-1
1462,2351,1
1463,1332,1
1463,1733,-1
1463,2104,-1
1463,2152,-1
1464,240,-1
1464,2357,-1
1465,1597,-1
1465,2316,1
1466,459,-1
1466,2057,1
1466,2504,1
1467,1444,-1
1467,1461,1
1467,2125,1
1468,233,1
1469,1188,1
1470,1643,1
1471,906,1
1471,1945,1
1472,495,1
1472,962,-1
1472,1136,-1
1472,1638,-1
1473,337,1
1473,1292,-1
1474,1457,1
1474,1831,1
1474,2463,-1
1475,1030,1
1475,1253,-1
1476,134,-1
1476,1035,1
1476,2478,-1
1477,1201,1
1477,2239,1
1478,2261,1
1478,2444,1
1479,703,1
1480,829,1
1480,999,1
1480,1183,-1
1480,1659,-1
1480,1672,-1
1480,2297,1
1481,96,1
1482,1838,1
1483,2145,1
1484,1032,1
1484,1810,1
1485,338,-1
1485,1459,-1
1485,1772,-1
1485,1974,-1
1486,864,1
1487,662,1
1488,1343,1
1489,1540,1
1490,1187,-1
1490,1744,-1
1491,539,1
1492,1240,-1
1492,1523,-1
1492,1621,-1
1493,545,-1
1493,2057,1
1494,803,1
1494,1263,-1
1495,275,-1
1495,366,-1
1495,1451,-1
1496,1084,1
1497,1460,1
1498,1404,1
1498,1644,1
1498,2522,-1
1499,1166,1
1500,265,1
1500,479,-1
1500,566,1
1500,1245,1
1500,2259,-1
1501,98,1
1501,641,1
1501,1645,-1
1502,451,1
1502,1555,-1
1502,2409,-1
1503,380,1
1504,0,-1
1504,927,-1
1504,1326,-1
1504,1937,1
1505,366,1
1506,85,1
1507,410,1
1507,1187,1
1507,1481,1
1508,272,1
1508,929,1
1508,1247,1
1508,2094,-1
1509,1590,1
1509,1606,1
1509,2012,-1
1510,799,1
1511,200,-1
1511,352,1
1511,2355,1
1512,1021,-1
1512,1314,-1
1512,1751,1
1513,771,1
1514,2121,1
1515,623,1
1515,894,1
1516,731,-1
1516,820,-1
1516,2121,1
1517,701,1
1518,1808,-1
1518,1997,1
1519,931,-1
1519,1093,-1
1519,2416,1
1520,618,1
1521,888,1
1521,1177,1
1521,1238,-1
1521,1933,1
1522,552,1
1523,2054,1
1523,2273,1
1523,2457,1
1524,2129,1
1525,242,-1
1525,287,1
1525,911,1
1525,2076,-1
1526,2368,-1
1526,2513,1
1527,2416,1
1528,1375,-1
1528,1376,1
1528,1539,-1
1528,1977,1
1528,2292,-1
1529,2065,1
1530,1249,-1
1530,2317,1
1531,918,1
1532,1224,1
1533,846,1
1534,982,1
1535,482,1
1536,217,-1
1536,2161,-1
1537,1519,-1
1537,1863,-1
1537,2006,1
1538,1953,1
1538,2193,1
1539,1361,-1
1539,1372,-1
1540,674,-1
1540,2125,-1
1541,169,-1
1541,1844,-1
1541,1878,1
1541,1995,-1
1542,823,-1
1542,1381,1
1542,2053,1
1542,2226,1
1543,1972,-1
1543,2338,-1
1543,2477,1
1544,1371,-1
1544,1647,1
1544,2232,-1
1545,711,1
1546,1438,-1
1546,2411,-1
1546,2499,-1
1547,1278,1
1547,1732,-1
1548,539,1
1548,2196,1
1549,436,1
1549,1824,1
1550,856,-1
1550,2282,1
1551,229,1
1551,699,-1
1551,2368,-1
1552,2177,-1
1552,2279,1
1553,1470,1
1553,1584,-1
1554,10,1
1554,1153,-1
1554,1303,1
1555,418,-1
1555,574,-1
1556,2097,-1
1556,2240,1
1557,507,1
1557,731,-1
1558,1569,1
1559,540,-1
1559,1047,-1
1560,175,1
1561,1093,-1
1561,1253,1
1562,1602,1
1563,152,-1
1563,2519,1
1564,2405,1
1565,118,-1
1565,962,1
1565,1497,1
1565,1648,1
1566,360,1
1566,2214,1
1567,207,-1
1567,529,1
1567,1248,1
1568,2272,1
1569,1267,-1
1569,2146,1
1570,915,-1
1570,1049,1
1571,149,-1
1571,1258,-1
1572,628,-1
1572,2084,-1
1572,2104,-1
1572,2281,-1
1572,2411,1
1573,594,1
1574,1153,-1
1574,1348,1
1574,1915,1
1574,2049,1
1575,1137,1
1576,127,1
1577,488,1
1577,1836,-1
1578,1203,1
1579,341,1
1579,1173,-1
1579,2508,1
1580,978,-1
1580,2026,-1
1581,1213,1
1581,2477,-1
1582,81,1
1582,1241,1
1582,1620,-1
1582,1852,-1
1582,1876,1
1582,1893,-1
1583,2206,1
1584,467,-1
1584,758,1
1584,1092,-1
1584,2109,1
1585,364,-1
1585,447,-1
1585,778,-1
1585,1020,-1
1586,1654,1
1587,74,1
1587,531,-1
1587,2358,-1
1588,709,1
1589,2468,1
1590,1147,-1
1590,1811,1
1591,906,-1
1591,2216,-1
1592,1643,1
1593,55,-1
1593,150,1
1593,500,1
1593,2004,-1
1594,723,1
1595,848,1
1595,1491,1
1595,2498,1
1596,707,-1
1596,864,-1
1596,1349,1
1597,249,-1
1597,328,-1
1597,1217,-1
1598,1557,1
1599,407,1
1600,856,1
1600,1211,1
1601,58,1
1602,390,1
1603,1818,1
1604,2440,1
1605,1522,-1
1605,1950,1
1606,697,1
1607,143,1
1607,428,-1
1607,2159,1
1608,1683,1
1609,55,1
1609,1353,1
1610,1075,1
1610,2223,1
1611,311,1
1611,1036,-1
1611,2361,1
1612,720,1
1613,594,1
1613,1114,1
1614,659,1
1614,1140,1
1615,1118,1
1616,1166,1
1617,901,1
1617,1168,-1
1618,111,-1
1618,1068,1
1618,2493,1
1619,556,1
1619,1086,1
1619,2380,1
1620,2226,1
1621,274,1
1622,207,1
1622,1646,1
1622,2126,1
1622,2243,-1
1623,1362,1
1624,1889,1
1625,356,-1
1625,1535,-1
1625,2049,1
1625,2166,-1
1625,2385,1
1626,286,-1
1626,716,1
1626,1362,1
1626,1506,-1
1626,1902,1
1626,2353,1
1627,2157,1
1628,837,1
1628,1094,1
1629,340,1
1629,499,1
1629,1358,1
1629,1847,1
1629,2255,1
1630,515,1
1631,1877,1
1631,1952,1
1632,701,-1
1632,1322,1
1632,1791,-1
1633,188,1
1633,2146,1
1634,1605,1
1635,152,-1
1635,1471,1
1635,1973,1
1635,1996,-1
1635,1999,-1
1636,78,-1
1636,1150,-1
1636,1913,-1
1636,1916,-1
1636,2038,-1
1636,2042,-1
1637,444,1
1637,489,1
1637,606,-1
1637,793,1
1637,1818,-1
1638,960,-1
1638,1494,-1
1638,2494,-1
1639,1897,1
1640,302,1
1640,557,-1
1640,1155,-1
1640,1947,1
1641,390,1
1641,685,-1
1642,66,-1
1642,338,-1
1642,1403,1
1643,453,1
1643,1024,1
1644,2106,1
1645,446,1
1645,1965,1
1646,61,-1
1646,1352,-1
1647,659,1
1647,1308,1
1647,1314,-1
1648,974,-1
1648,1228,-1
1649,857,1
1649,1926,-1
1650,722,-1
1650,746,1
1651,856,1
1652,1449,1
1653,825,1
1653,1119,1
1654,838,1
1655,1902,1
1656,145,1
1657,15,-1
1657,114,-1
1657,934,-1
1658,1591,1
1659,700,1
1660,1108,1
1661,449,-1
1661,2006,-1
1661,2440,-1
1662,480,1
1662,1567,1
1663,1143,1
1663,1250,-1
1664,548,1
1664,1337,-1
1664,2416,-1
1665,1783,1
1665,1926,1
1666,639,1
1666,1464,1
1666,2306,1
1667,202,-1
1667,665,1
1667,1104,-1
1667,1684,1
1668,349,1
1669,2337,1
1670,677,1
1670,1243,1
1670,2362,-1
1671,162,-1
1671,205,1
1671,1149,-1
1671,1350,1
1672,510,-1
1672,2286,-1
1673,716,1
1674,571,1
1675,1095,1
1676,1579,1
1677,72,1
1678,17,1
1678,1139,-1
1678,1971,1
1678,2135,-1
1679,361,-1
1679,2388,-1
1680,638,-1
1680,718,1
1681,962,1
1682,437,1
1683,126,-1
1683,1053,-1
1683,1954,1
1683,2457,-1
1684,184,1
1684,1110,-1
1684,2299,1
1685,1223,1
1685,1637,1
1686,1672,1
1686,2092,-1
1687,2017,1
1688,1310,1
1689,2046,-1
1689,2274,1
1690,1241,-1
1690,1786,-1
1691,508,1
1691,656,1
1692,2255,1
1693,877,-1
1693,1998,1
1694,608,1
1694,1540,1
1694,2476,-1
1695,719,1
1695,881,1
1695,1379,1
1696,183,1
1696,1390,1
1697,1424,-1
1697,1740,-1
1698,481,1
1698,809,-1
1698,1811,1
1698,2412,-1
1699,1449,1
1700,1037,1
1701,17,-1
1701,465,-1
1702,811,-1
1702,1213,-1
1703,460,-1
1703,577,1
1703,832,1
1703,917,1
1704,2241,1
1705,2225,-1
1705,2400,1
1706,860,1
1706,1959,-1
1707,926,1
1708,794,-1
1708,801,-1
1708,1052,1
1708,1294,1
1709,1982,1
1710,2176,1
1711,2052,1
1712,15,-1
1712,1077,1
1713,1095,1
1714,809,1
1714,1182,-1
1715,1178,-1
1715,1780,-1
1715,2016,1
1716,53,1
1717,1673,1
1718,770,1
1719,1756,1
1720,66,-1
1720,1637,1
1721,731,-1
1721,1311,-1
1722,143,1
1723,246,1
1723,1944,-1
1723,2280,-1
1723,2415,1
1724,1237,1
1724,2060,1
1724,2117,-1
1725,127,-1
1725,153,1
1725,1026,1
1725,1080,1
1725,1094,1
1725,1595,-1
1726,34,1
1726,857,-1
1726,1082,1
1726,1101,1
1727,38,1
1727,179,1
1727,868,1
1727,1063,1
1727,1448,-1
